	Azacitidine	Brincidofovir	Cidofovir	Filociclovir	Flavopiridol	Ganciclovir	Letermovir	Niclosamide	Nitazoxanide	Favipiravir	Artesunate	Bithionol	Dasatinib	Erlotinib	Gefitinib	Hexachlorophene	Imatinib	Leflunomide	Mycophenolic_acid	Rapamycin_(Sirolimus)	Sunitinib	Navitoclax	Chloroquine	Chlorpromazine	Atovaquone	Berberine	Doxycycline	Eflornithine	EIPA_(amiloride)	Hydroxychloroquine	Isolanid_(lanatoside_C)	Ivermectin	Luteolin	Nelfinavir	Ribavirin	Silvestrol	Sofosbuvir	Sorafenib	Suramin	Tilorone_(Amixin)	Cyclosporine	Emetine	Emodin	Foscarnet	Lobucavir	Manidipine	Monensin	Quercetin	Salinomycin	Saracatinib	Simvastatin	Valacyclovir	Verapamil	4-HPR_(Fenretinide)	Amiodarone	Amodiaquine	Anisomycin	BCX4430_(Galidesivir)	Bepridil	Bortezomib	Brequinar	Entrectinib	Fluoxetine	Fluvastatin	Lovastatin	Metformin	Minocycline	Mitoxantrone	Posaconazole	Quinacrine	Quinine	Raloxifene	Remdesivir	Topotecan	Apilimod	Arbidol_(Umifenovir)	Azithromycin	Benztropine	Clomipramine	Dalbavancin	Diphyllin	Nafamostat	Oritavancin	Tamoxifen	Teicoplanin	Telavancin	Teriflunomide	Toremifene	Aciclovir	Camptothecin	Glycyrrhizin	Novobiocin	Promethazine	Roscovitine_(Seliciclib)	Homoharringtonine	Acetylsalicylic_acid	Azaribine	Caffeine	Camostat	Gemcitabine	Genistin	Itraconazole	Kasugamycin	Memantine	Obatoclax	Pentosan_polysulfate	Regorafenib	Trametinib	Triazavirin	Zanamivir	Ezetimibe	Irbesartan	Lamivudine	Tenofovir	Thymalfasin	Alisporivir	Cepharanthine	Boceprevir	Dibucaine	Elbasvir	Pirlindole	Formoterol	Pleconaril	Alpha-lipoic_acid	Indomethacin	Lopinavir	Ritonavir	Mefloquine
Caffeine	0.121621622	0.066176471	0.103896104	0.153846154	0.095238095	0.16	0.085714286	0.08045977	0.117647059	0.118644068	0.046728972	0.060240964	0.100840336	0.080357143	0.076271186	0.057471264	0.098484848	0.098765432	0.112359551	0.064676617	0.103773585	0.057416268	0.112359551	0.08988764	0.088235294	0.067961165	0.110091743	0.015151515	0.085714286	0.096774194	0.04109589	0.032786885	0.079545455	0.079710145	0.092105263	0.05625	0.097560976	0.086206897	0.034482759	0.089285714	0.071129707	0.0703125	0.12345679	0.04	0.153846154	0.078431373	0.025	0.077777778	0.034482759	0.079710145	0.081818182	0.162790698	0.066666667	0.083333333	0.07826087	0.090909091	0.071428571	0.084337349	0.054545455	0.08490566	0.074074074	0.075862069	0.053191489	0.081081081	0.083333333	0.035087719	0.107142857	0.076271186	0.088757396	0.08411215	0.092783505	0.054263566	0.092198582	0.138888889	0.075	0.114285714	0.048484848	0.060606061	0.086956522	0.031496063	0.574074074	0.057692308	0.032432432	0.072727273	0.030690537	0.033519553	0.06097561	0.061403509	0.154929577	0.132653061	0.049180328	0.075862069	0.105882353	0.132653061	0.081481481	0.090909091	0.126315789	1	0.083333333	0.08974359	0.060344828	0.091463415	0.019417476	0.028169014	0.092783505	0.015873016	0.084745763	0.169491525	0.164179104	0.054347826	0.070175439	0.082644628	0.097222222	0.141025641	0.008250825	0.070539419	0.076923077	0.047244094	0.102040816	0.072463768	0.0875	0.080808081	0.087378641	0.014285714	0.104166667	0.077419355	0.065868263	0.058823529
Camostat	0.05	0.074285714	0.094017094	0.072580645	0.097222222	0.083333333	0.160714286	0.170940171	0.2	0.09	0.083916084	0.06504065	0.12987013	0.146853147	0.133333333	0.0546875	0.236842105	0.211009174	0.109375	0.075313808	0.134751773	0.142857143	0.14516129	0.186440678	0.149253731	0.116788321	0.146853147	0.057692308	0.133333333	0.141732283	0.046332046	0.047263682	0.104	0.163636364	0.06779661	0.158469945	0.163398693	0.270676692	0.138181818	0.178571429	0.038194444	0.084337349	0.089430894	0.043956044	0.072580645	0.188571429	0.040201005	0.09375	0.056872038	0.103448276	0.094594595	0.134920635	0.163265306	0.185185185	0.151724138	0.198412698	0.220183486	0.064	0.152173913	0.179104478	0.177777778	0.143678161	0.213675214	0.18115942	0.095890411	0.159090909	0.136054422	0.111111111	0.146464646	0.169117647	0.120300752	0.217687075	0.179640719	0.129251701	0.131578947	0.185185185	0.048543689	0.121212121	0.181818182	0.098236776	0.094017094	0.471153846	0.106770833	0.288	0.090464548	0.095490716	0.203703704	0.28125	0.086956522	0.115942029	0.073059361	0.191616766	0.191304348	0.132352941	0.118343195	0.173469388	0.136363636	0.083333333	1	0.066666667	0.129251701	0.150259067	0.072463768	0.026548673	0.120300752	0.030120482	0.221428571	0.16025641	0.061403509	0.111111111	0.161971831	0.167785235	0.070175439	0.090909091	0.026687598	0.037931034	0.116402116	0.1	0.161538462	0.142241379	0.083333333	0.25	0.083916084	0.04587156	0.284482759	0.186440678	0.188172043	0.070921986
Gemcitabine	0.382352941	0.164179104	0.297297297	0.174418605	0.125	0.166666667	0.086666667	0.071428571	0.070707071	0.132352941	0.078947368	0.064516129	0.092307692	0.056	0.078125	0.072916667	0.068493151	0.111111111	0.078431373	0.076555024	0.075630252	0.054545455	0.067961165	0.069306931	0.089285714	0.052173913	0.128205128	0.083333333	0.0875	0.086538462	0.086363636	0.042895442	0.104166667	0.088435374	0.253333333	0.111111111	0.216666667	0.0703125	0.029304029	0.064	0.038910506	0.064748201	0.085106383	0.05	0.231707317	0.053892216	0.073619632	0.102040816	0.073033708	0.066666667	0.111111111	0.11	0.045112782	0.066666667	0.062992126	0.072072072	0.134831461	0.188235294	0.058333333	0.086206897	0.094827586	0.084415584	0.078431373	0.091666667	0.113043478	0.014492754	0.115702479	0.086614173	0.089385475	0.067226891	0.103773585	0.072992701	0.145833333	0.12605042	0.076923077	0.075630252	0.088757396	0.08411215	0.067307692	0.052083333	0.129411765	0.061403509	0.062162162	0.048780488	0.053435115	0.06424581	0.101123596	0.047619048	0.1625	0.12962963	0.074074074	0.113333333	0.071428571	0.099099099	0.090277778	0.092105263	0.134615385	0.08974359	0.066666667	1	0.175438596	0.073446328	0.094339623	0.037037037	0.054054054	0.061068702	0.069230769	0.071942446	0.085365854	0.125	0.127118644	0.083969466	0.475409836	0.136363636	0.00974026	0.038610039	0.052941176	0.058823529	0.081818182	0.054298643	0.076923077	0.082568807	0.088495575	0.051282051	0.083333333	0.05952381	0.055865922	0.101851852
Genistin	0.23364486	0.065934066	0.107438017	0.094488189	0.251908397	0.096774194	0.155172414	0.181818182	0.099236641	0.064814815	0.087837838	0.151260504	0.125	0.133333333	0.135483871	0.137096774	0.134502924	0.12195122	0.112781955	0.123931624	0.121621622	0.106557377	0.104477612	0.140625	0.194029851	0.160583942	0.214285714	0.026548673	0.041666667	0.118518519	0.154166667	0.097686375	0.309090909	0.137931034	0.211009174	0.238636364	0.164556962	0.151315789	0.1	0.171232877	0.059027778	0.120481928	0.206896552	0.041237113	0.120967742	0.126315789	0.086734694	0.327272727	0.080188679	0.144508671	0.112582781	0.064285714	0.127388535	0.129251701	0.153333333	0.180451128	0.158333333	0.168067227	0.1	0.100671141	0.195652174	0.138888889	0.129770992	0.173611111	0.11409396	0	0.161073826	0.181208054	0.136585366	0.153846154	0.139705882	0.233333333	0.166666667	0.162162162	0.133757962	0.160839161	0.115577889	0.124087591	0.13740458	0.163157895	0.089430894	0.160583942	0.164864865	0.120805369	0.158974359	0.157458564	0.096774194	0.118421053	0.091666667	0.167883212	0.136792453	0.22754491	0.125984252	0.111111111	0.107954545	0.1	0.098591549	0.060344828	0.129251701	0.175438596	1	0.14	0.175572519	0.008264463	0.148148148	0.113207547	0.156862745	0.154320988	0.049586777	0.097744361	0.212765957	0.168831169	0.132743363	0.078125	0.013824885	0.05862069	0.136125654	0.034090909	0.105633803	0.129166667	0.096774194	0.190839695	0.125874126	0.034482759	0.183206107	0.113402062	0.096618357	0.097902098
Itraconazole	0.068181818	0.068376068	0.079545455	0.089385475	0.157894737	0.090909091	0.253658537	0.150289017	0.081081081	0.042682927	0.074257426	0.115606936	0.204081633	0.135678392	0.18974359	0.094444444	0.237623762	0.096045198	0.090909091	0.115384615	0.11	0.253846154	0.152542373	0.16091954	0.180327869	0.131578947	0.09178744	0.02994012	0.052325581	0.15	0.057142857	0.085393258	0.111111111	0.128888889	0.056179775	0.170940171	0.126760563	0.178571429	0.10619469	0.158163265	0.074404762	0.125581395	0.088888889	0.006410256	0.083333333	0.210762332	0.076	0.103825137	0.08365019	0.198113208	0.098039216	0.102150538	0.120192308	0.093596059	0.133663366	0.183333333	0.114285714	0.059782609	0.163157895	0.111111111	0.163157895	0.208333333	0.146067416	0.14213198	0.115577889	0.012345679	0.09569378	0.099526066	0.670520231	0.188172043	0.140540541	0.242268041	0.171945701	0.145728643	0.181818182	0.132653061	0.0651341	0.135135135	0.171428571	0.116591928	0.104651163	0.155913978	0.129930394	0.205405405	0.109170306	0.112412178	0.066666667	0.20212766	0.087209302	0.155080214	0.060714286	0.125	0.124293785	0.142857143	0.125560538	0.06626506	0.076142132	0.091463415	0.150259067	0.073446328	0.14	1	0.029411765	0.053254438	0.116402116	0.035555556	0.15920398	0.151658768	0.063953488	0.041237113	0.207446809	0.185929648	0.076023392	0.102272727	0.014164306	0.07079646	0.17167382	0.053097345	0.115183246	0.176258993	0.11627907	0.164835165	0.124352332	0.041420118	0.185393258	0.177489177	0.136546185	0.097938144
Kasugamycin	0.151515152	0.035294118	0.054545455	0.043103448	0.073529412	0.044247788	0.051724138	0.041666667	0.058823529	0.054347826	0.153225806	0.017094017	0.04516129	0.020134228	0.032679739	0.016528926	0.035294118	0.052631579	0.092436975	0.098654709	0.034965035	0.028571429	0.015625	0.007874016	0.03649635	0.02919708	0.134328358	0.065217391	0.080808081	0.023076923	0.182648402	0.087765957	0.05	0.077844311	0.175257732	0.111111111	0.08496732	0.046666667	0.041522491	0.02	0.055147059	0.05	0.042735043	0.092105263	0.080357143	0.042553191	0.153846154	0.05785124	0.134408602	0.034482759	0.136363636	0.048	0.012738854	0.057142857	0.040268456	0.022058824	0.110091743	0.110091743	0.020833333	0.057971014	0.042553191	0.044692737	0.023622047	0.055944056	0.138461538	0.084337349	0.09929078	0.039473684	0.033653846	0.020833333	0.062015504	0.04375	0.094674556	0.040540541	0.032258065	0.042253521	0.179190751	0.054263566	0.015503876	0.104166667	0.035714286	0.068181818	0.113207547	0.027586207	0.109974425	0.116991643	0.072727273	0.027027027	0.036697248	0.03649635	0.232044199	0.119760479	0.008064516	0.021582734	0.072727273	0.084210526	0.104	0.019417476	0.072463768	0.094339623	0.175572519	0.029411765	1	0.04	0.014814815	0.169117647	0.046052632	0.043209877	0.018691589	0.153153153	0.033783784	0.018867925	0.078431373	0.052631579	0.022292994	0.050909091	0.031088083	0.078947368	0.045112782	0.049792531	0.026086957	0.045454545	0.021428571	0.073684211	0.062015504	0.047619048	0.039800995	0.022058824
Memantine	0.025	0.014084507	0.012048193	0.034883721	0.04587156	0.011764706	0.048611111	0	0.010752688	0.015625	0.099009901	0	0.048387097	0.016949153	0.041322314	0	0.043478261	0.011494253	0.031578947	0.049261084	0.01754386	0.052631579	0.020833333	0.021276596	0.047619048	0.048076923	0.043478261	0.015384615	0.013513514	0.02020202	0.0657277	0.038567493	0	0.064748201	0.025	0.037037037	0.03875969	0.008064516	0.007490637	0.016806723	0.015936255	0.070866142	0.011235955	0	0.034883721	0.044585987	0.093959732	0	0.078313253	0.057142857	0.053571429	0.03125	0.016	0.074074074	0.016528926	0.019047619	0.047058824	0.022988506	0.055045872	0.017857143	0.00877193	0.054421769	0.010309278	0.017094017	0.054545455	0.054545455	0.060344828	0	0.063953488	0.017699115	0.060606061	0.038461538	0.033783784	0.042735043	0.040650407	0.01754386	0.088607595	0.06122449	0.042105263	0.010309278	0.024390244	0.009259259	0.035326087	0.017391304	0.012594458	0.022160665	0.011764706	0.016949153	0.0125	0.037735849	0.085227273	0.047297297	0.021978022	0.018518519	0.074074074	0.014285714	0.029126214	0.028169014	0.026548673	0.037037037	0.008264463	0.053254438	0.04	1	0.019417476	0.024193548	0.007936508	0.037878788	0.013157895	0.032258065	0.008333333	0.048387097	0.04	0.023255814	0.004942339	0.011811024	0.056962025	0.090909091	0.019047619	0.04245283	0.088607595	0.019230769	0.018348624	0.044776119	0.019417476	0.031055901	0.011428571	0.049019608
Obatoclax	0.036036036	0.047337278	0.063636364	0.089285714	0.195121951	0.081818182	0.187096774	0.145454545	0.165137615	0.053763441	0.028571429	0.132075472	0.164285714	0.186046512	0.169117647	0.117117117	0.156862745	0.130841121	0.129310345	0.088495575	0.211382114	0.109649123	0.139130435	0.194444444	0.172131148	0.213675214	0.133333333	0	0.048543689	0.12605042	0.031746032	0.056701031	0.175925926	0.13125	0.026785714	0.161849711	0.151724138	0.153284672	0.098181818	0.157894737	0.054945055	0.141891892	0.160377358	0	0.070175439	0.179640719	0.02617801	0.162162162	0.024154589	0.13125	0.063380282	0.090909091	0.15942029	0.111940299	0.2	0.176470588	0.12962963	0.079646018	0.138461538	0.139534884	0.213114754	0.146341463	0.159292035	0.169230769	0.064285714	0.02247191	0.114285714	0.104166667	0.113402062	0.193548387	0.15	0.135135135	0.134146341	0.156716418	0.183823529	0.201612903	0.030150754	0.141666667	0.189189189	0.065162907	0.073394495	0.154471545	0.067010309	0.162790698	0.063569682	0.069148936	0.081818182	0.15037594	0.085714286	0.232758621	0.037037037	0.146341463	0.188679245	0.172131148	0.098765432	0.155555556	0.07751938	0.092783505	0.120300752	0.054054054	0.148148148	0.116402116	0.014814815	0.019417476	1	0.006289308	0.15942029	0.172413793	0.067961165	0.023809524	0.115942029	0.164285714	0.057142857	0.07079646	0.0046875	0.054545455	0.149425287	0.018518519	0.176470588	0.165137615	0.133333333	0.177966102	0.170731707	0	0.2	0.156976744	0.122994652	0.12
Pentosan_polysulfate	0.087301587	0.036458333	0.045112782	0.028571429	0.069620253	0.02919708	0.035175879	0.020689655	0.027586207	0.016949153	0.099337748	0.014285714	0.022099448	0.023391813	0.028409091	0.013888889	0.015306122	0.014184397	0.047945205	0.112033195	0.01183432	0.053639847	0	0	0.044303797	0.037974684	0.086956522	0.016806723	0.007751938	0.006451613	0.137096774	0.082706767	0.041958042	0.046391753	0.087301587	0.120603015	0.073863636	0.016949153	0.102040816	0.01734104	0.061643836	0.055248619	0.035714286	0.04950495	0.051094891	0.037914692	0.101010101	0.048611111	0.088372093	0.035714286	0.101910828	0.026666667	0.02247191	0.023952096	0.017142857	0.00621118	0.082706767	0.066666667	0.017964072	0.024242424	0.011904762	0.024390244	0.006578947	0.023529412	0.103225806	0	0.072289157	0.034285714	0.034782609	0.00591716	0.045751634	0.032608696	0.066666667	0.041176471	0.022346369	0.017857143	0.129353234	0.039215686	0.013157895	0.071942446	0.02962963	0.012345679	0.084577114	0.005847953	0.075294118	0.081632653	0.014388489	0.005747126	0.022556391	0.037735849	0.133640553	0.09375	0	0.006097561	0.069518717	0.032786885	0.102739726	0.015873016	0.030120482	0.061068702	0.113207547	0.035555556	0.169117647	0.024193548	0.006289308	1	0.016759777	0.037837838	0.015384615	0.070921986	0.029239766	0.016483516	0.047244094	0.028776978	0.021505376	0.057627119	0.037383178	0.0625	0.0125	0.045454545	0.02173913	0.025477707	0.018404908	0.041666667	0.025641026	0.03271028	0.022026432	0.025316456
Regorafenib	0.045801527	0.052910053	0.069230769	0.066666667	0.157534247	0.068181818	0.256097561	0.254237288	0.192	0.100917431	0.050632911	0.14516129	0.185897436	0.166666667	0.214765101	0.114503817	0.24375	0.276785714	0.100719424	0.067729084	0.155405405	0.180257511	0.167938931	0.152671756	0.178571429	0.146853147	0.114649682	0.052173913	0.111111111	0.164179104	0.032967033	0.051094891	0.15503876	0.153409091	0.053846154	0.161458333	0.131736527	0.782178218	0.161290323	0.165562914	0.036789298	0.097701149	0.141732283	0.039215686	0.058823529	0.164893617	0.023474178	0.143939394	0.04	0.153409091	0.074534161	0.092198582	0.130434783	0.14	0.148387097	0.255813953	0.133858268	0.058823529	0.111111111	0.190140845	0.231884058	0.213872832	0.254098361	0.167785235	0.06875	0.036697248	0.105590062	0.14556962	0.16097561	0.188811189	0.151079137	0.180124224	0.142857143	0.127388535	0.165605096	0.147651007	0.01793722	0.11971831	0.149253731	0.098280098	0.07751938	0.251908397	0.101010101	0.162162162	0.090692124	0.104166667	0.236842105	0.166666667	0.070866142	0.153846154	0.046808511	0.160220994	0.129770992	0.12244898	0.104972376	0.145454545	0.080536913	0.084745763	0.221428571	0.069230769	0.156862745	0.15920398	0.046052632	0.007936508	0.15942029	0.016759777	1	0.238709677	0.064516129	0.070921986	0.165562914	0.141975309	0.055555556	0.07518797	0.015267176	0.03654485	0.138461538	0.068571429	0.14084507	0.154811715	0.093023256	0.192592593	0.177304965	0.024590164	0.25	0.157068063	0.148514851	0.173913043
Trametinib	0.05	0.050251256	0.064285714	0.069444444	0.201342282	0.055944056	0.227272727	0.196969697	0.152173913	0.074380165	0.073170732	0.101449275	0.196319018	0.163522013	0.171779141	0.098591549	0.229411765	0.167938931	0.131944444	0.120967742	0.183006536	0.172839506	0.124137931	0.15	0.198630137	0.152317881	0.170886076	0.031496063	0.060606061	0.11409396	0.061818182	0.06763285	0.160583942	0.189944134	0.05	0.142156863	0.170588235	0.194968553	0.155709343	0.148148148	0.092150171	0.116666667	0.165413534	0.035714286	0.069444444	0.186528497	0.04587156	0.158273381	0.060869565	0.163934426	0.095808383	0.086092715	0.122807018	0.16025641	0.167701863	0.178082192	0.132352941	0.047619048	0.118012422	0.125786164	0.216216216	0.235955056	0.124137931	0.164556962	0.096969697	0.033613445	0.167701863	0.157575758	0.164319249	0.146496815	0.125827815	0.156069364	0.135416667	0.191082803	0.155688623	0.183006536	0.048672566	0.165517241	0.163120567	0.098557692	0.146153846	0.167785235	0.103960396	0.12345679	0.101415094	0.1043257	0.143939394	0.114457831	0.057971014	0.198630137	0.075630252	0.189189189	0.144927536	0.129032258	0.111111111	0.123966942	0.11038961	0.169491525	0.16025641	0.071942446	0.154320988	0.151658768	0.043209877	0.037878788	0.172413793	0.037837838	0.238709677	1	0.075757576	0.073333333	0.155279503	0.147058824	0.07518797	0.055172414	0.019637462	0.087837838	0.171717172	0.094444444	0.131578947	0.191666667	0.135338346	0.155405405	0.113924051	0.0546875	0.188811189	0.172588832	0.125581395	0.124183007
Triazavirin	0.101265823	0.064285714	0.098765432	0.13253012	0.072072072	0.1375	0.054054054	0.126436782	0.151162791	0.111111111	0.026548673	0.057471264	0.088709677	0.059322034	0.06504065	0.043478261	0.079710145	0.081395349	0.084210526	0.043062201	0.080357143	0.041666667	0.06185567	0.063157895	0.064814815	0.04587156	0.068376068	0.014285714	0.111111111	0.06	0.026548673	0.021390374	0.064516129	0.0625	0.074074074	0.035928144	0.069230769	0.06557377	0.026217228	0.058823529	0.04	0.052238806	0.091954023	0.037037037	0.13253012	0.090322581	0.012048193	0.063157895	0.016574586	0.055172414	0.051282051	0.142857143	0.039370079	0.052173913	0.049180328	0.056603774	0.056179775	0.08045977	0.034482759	0.0625	0.071428571	0.073825503	0.04040404	0.05982906	0.052173913	0.016129032	0.066666667	0.056451613	0.062146893	0.061946903	0.067961165	0.044776119	0.074829932	0.104347826	0.081300813	0.07079646	0.029069767	0.038095238	0.06122449	0.023195876	0.141025641	0.04587156	0.023872679	0.042735043	0.022613065	0.024657534	0.045977011	0.041666667	0.146666667	0.116504854	0.031578947	0.052631579	0.065217391	0.095238095	0.056338028	0.070422535	0.088235294	0.164179104	0.061403509	0.085365854	0.049586777	0.063953488	0.018691589	0.013157895	0.067961165	0.015384615	0.064516129	0.075757576	1	0.041237113	0.058823529	0.106557377	0.092105263	0.107142857	0.004901961	0.03968254	0.036144578	0.030075188	0.076923077	0.051162791	0.083333333	0.057142857	0.08411215	0.013513514	0.078431373	0.062111801	0.058139535	0.066666667
Zanamivir	0.139784946	0.076923077	0.125	0.076190476	0.078125	0.1	0.060606061	0.073394495	0.102803738	0.098765432	0.115702479	0.037383178	0.069444444	0.035971223	0.041666667	0.045454545	0.05	0.076923077	0.119266055	0.07239819	0.06870229	0.0472103	0.051724138	0.034482759	0.05511811	0.031007752	0.125	0.111111111	0.1	0.068376068	0.077253219	0.04973822	0.072727273	0.131578947	0.177777778	0.10982659	0.112676056	0.071942446	0.053956835	0.035714286	0.04887218	0.045751634	0.075471698	0.119402985	0.107843137	0.068181818	0.106508876	0.071428571	0.121546961	0.042424242	0.118110236	0.108108108	0.034246575	0.085271318	0.057553957	0.048	0.118811881	0.107843137	0.045112782	0.12195122	0.069230769	0.059171598	0.051724138	0.1171875	0.129032258	0.078947368	0.122137405	0.079136691	0.056122449	0.045112782	0.075	0.052980132	0.113207547	0.065693431	0.048275862	0.060606061	0.071038251	0.05785124	0.033613445	0.063938619	0.125	0.099173554	0.074270557	0.044444444	0.075757576	0.073770492	0.12244898	0.043478261	0.071428571	0.063492063	0.096938776	0.140127389	0.044642857	0.080645161	0.097402597	0.158536585	0.140350877	0.054347826	0.111111111	0.125	0.097744361	0.041237113	0.153153153	0.032258065	0.023809524	0.070921986	0.070921986	0.073333333	0.041237113	1	0.074074074	0.033557047	0.108695652	0.087378641	0.042763158	0.048507463	0.032432432	0.122302158	0.06504065	0.079295154	0.037735849	0.092436975	0.038461538	0.08045977	0.102564103	0.091954023	0.092391304	0.048
Ezetimibe	0.091666667	0.072222222	0.108333333	0.104	0.164285714	0.106557377	0.19760479	0.154471545	0.091603053	0.085714286	0.038961039	0.114754098	0.11875	0.119205298	0.129032258	0.102362205	0.18404908	0.132231405	0.105263158	0.091666667	0.137931034	0.185022026	0.122137405	0.150793651	0.23255814	0.104895105	0.126666667	0.064814815	0.042016807	0.127819549	0.037593985	0.06234414	0.172131148	0.158823529	0.073770492	0.179347826	0.136645963	0.183673469	0.11971831	0.140939597	0.062937063	0.094674556	0.139344262	0.030927835	0.112903226	0.183333333	0.039215686	0.16	0.050691244	0.100558659	0.084415584	0.080291971	0.121019108	0.130136986	0.116883117	0.181818182	0.12195122	0.086614173	0.138888889	0.124137931	0.261538462	0.186046512	0.204918033	0.253731343	0.092715232	0	0.116883117	0.14379085	0.254054054	0.146853147	0.132352941	0.268965517	0.141242938	0.14	0.134615385	0.145833333	0.04245283	0.159090909	0.147286822	0.110831234	0.117647059	0.187969925	0.116883117	0.185714286	0.102689487	0.1	0.115702479	0.181818182	0.092436975	0.143884892	0.038961039	0.133333333	0.154471545	0.127659574	0.08988764	0.090909091	0.061643836	0.070175439	0.161971831	0.127118644	0.212765957	0.207446809	0.033783784	0.008333333	0.115942029	0.029239766	0.165562914	0.155279503	0.058823529	0.074074074	1	0.169934641	0.104347826	0.096	0.012288786	0.0625	0.136842105	0.034285714	0.098591549	0.129707113	0.097560976	0.23015873	0.095890411	0.053097345	0.184615385	0.174863388	0.135678392	0.122302158
Irbesartan	0.06870229	0.097826087	0.092307692	0.122137405	0.194444444	0.107692308	0.18079096	0.126865672	0.134328358	0.060344828	0.062893082	0.082089552	0.167701863	0.155844156	0.171974522	0.071942446	0.239263804	0.123076923	0.098591549	0.101626016	0.144736842	0.177966102	0.147058824	0.212598425	0.263157895	0.136054422	0.105590062	0.042016807	0.055555556	0.143884892	0.051660517	0.066176471	0.142857143	0.177142857	0.052631579	0.153061224	0.142857143	0.150943396	0.082781457	0.177631579	0.061016949	0.121387283	0.121212121	0.009259259	0.105263158	0.187165775	0.057416268	0.132352941	0.067567568	0.131868132	0.093167702	0.105633803	0.15625	0.12987013	0.206666667	0.18705036	0.139534884	0.072992701	0.218309859	0.154362416	0.244604317	0.17679558	0.181818182	0.220689655	0.094339623	0.008695652	0.103658537	0.128834356	0.181372549	0.168918919	0.131944444	0.213836478	0.172222222	0.153846154	0.207792208	0.175675676	0.055045872	0.173913043	0.2265625	0.076555024	0.092307692	0.143835616	0.0975	0.182432432	0.074766355	0.092071611	0.090909091	0.178807947	0.112	0.208633094	0.055084746	0.109375	0.188976378	0.191489362	0.127777778	0.12173913	0.064935065	0.082644628	0.167785235	0.083969466	0.168831169	0.185929648	0.018867925	0.048387097	0.164285714	0.016483516	0.141975309	0.147058824	0.106557377	0.033557047	0.169934641	1	0.088	0.097744361	0.012121212	0.05704698	0.136363636	0.055555556	0.18705036	0.172268908	0.142857143	0.179856115	0.141891892	0.066666667	0.172661871	0.204301075	0.146341463	0.137931034
Lamivudine	0.313432836	0.162790698	0.304347826	0.172839506	0.121495327	0.164556962	0.082758621	0.076086957	0.086956522	0.126984127	0.073394495	0.056818182	0.114754098	0.058823529	0.081967213	0.065934066	0.079136691	0.093023256	0.083333333	0.063106796	0.070175439	0.046296296	0.072164948	0.085106383	0.104761905	0.064814815	0.095652174	0.058823529	0.094594595	0.091836735	0.063926941	0.035135135	0.098901099	0.084507042	0.189189189	0.0875	0.138211382	0.056451613	0.026119403	0.067226891	0.039840637	0.067669173	0.078651685	0.036363636	0.233766234	0.0625	0.05625	0.096774194	0.057142857	0.076923077	0.107142857	0.117021277	0.047244094	0.070175439	0.066115702	0.076190476	0.130952381	0.158536585	0.07079646	0.081081081	0.080357143	0.080536913	0.06122449	0.077586207	0.109090909	0.015873016	0.102564103	0.081967213	0.08	0.07079646	0.11	0.084615385	0.104166667	0.122807018	0.089430894	0.079646018	0.065868263	0.089108911	0.082474227	0.041884817	0.125	0.064814815	0.045945946	0.051282051	0.043478261	0.047486034	0.082352941	0.05	0.175675676	0.137254902	0.059139785	0.087837838	0.087912088	0.104761905	0.086330935	0.1	0.12	0.097222222	0.070175439	0.475409836	0.132743363	0.076023392	0.078431373	0.04	0.057142857	0.047244094	0.055555556	0.07518797	0.092105263	0.108695652	0.104347826	0.088	1	0.13253012	0.008183306	0.035433071	0.061349693	0.053435115	0.086538462	0.055813953	0.095238095	0.076923077	0.073394495	0.085714286	0.088235294	0.068322981	0.063953488	0.097087379
Tenofovir	0.166666667	0.167883212	0.351351351	0.220930233	0.083333333	0.307692308	0.077419355	0.068627451	0.1	0.14084507	0.049586777	0.072916667	0.114503817	0.123966942	0.126984127	0.080808081	0.088435374	0.083333333	0.096153846	0.065116279	0.073170732	0.048888889	0.117647059	0.087378641	0.058823529	0.059322034	0.079365079	0.078947368	0.109756098	0.125	0.038461538	0.034210526	0.078431373	0.093333333	0.139534884	0.069767442	0.111111111	0.076335878	0.032608696	0.078740157	0.042307692	0.070422535	0.092783505	0.116666667	0.220930233	0.071428571	0.052941176	0.076923077	0.054054054	0.108108108	0.080645161	0.23655914	0.083333333	0.064516129	0.07751938	0.098214286	0.09375	0.220930233	0.091666667	0.130434783	0.073770492	0.062111801	0.096153846	0.115702479	0.1	0.027777778	0.07751938	0.075757576	0.105555556	0.100840336	0.110091743	0.086330935	0.173611111	0.104	0.107692308	0.1	0.044444444	0.071428571	0.08490566	0.035532995	0.234567901	0.068376068	0.039267016	0.072580645	0.037220844	0.054794521	0.073684211	0.070866142	0.25974026	0.095652174	0.040201005	0.075471698	0.112244898	0.188679245	0.087837838	0.101265823	0.079646018	0.141025641	0.090909091	0.136363636	0.078125	0.102272727	0.052631579	0.023255814	0.07079646	0.028776978	0.07518797	0.055172414	0.107142857	0.087378641	0.096	0.097744361	0.13253012	1	0.01458671	0.041984733	0.045714286	0.042253521	0.098214286	0.067567568	0.073684211	0.12962963	0.104347826	0.048780488	0.1	0.083333333	0.084269663	0.078947368
